fid,data_id,iso,event_id_c,event_id_n,event_date,year,time_preci,event_type,sub_event_,actor1,assoc_acto,inter1,interactio,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precis,source,source_sca,notes,fatalities,timestamp,iso3,field_29,field_30,field_31,fid_2,OBJECTID,REGION_2,LREGION,SHAPE_Leng,SHAPE_Area,Secteur,Statut,Nø,Secteur_1,Groupe1,Groupe2,Groupe3,Groupe4,Analyse,icon_url
"673","8016294","466",MLI4139,"4139",02-Aug-20,"2020","1",Violence against civilians,Attack,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Tombouctou,Dire,Dire,Alwalidji,16.1917,-3.4447,"1",Studio Tamani,National,"On 2 August 2020, unknown gunmen shot and wounded a teacher in the village of Alwalidji (Dire, Tombouctou).","0","1622068046",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"674","8016294","466",MLI4139,"4139",02-Aug-20,"2020","1",Violence against civilians,Attack,Civilians (Mali),Teachers (Mali),"7","37",Western Africa,Mali,Tombouctou,Dire,Dire,Alwalidji,16.1917,-3.4447,"1",Studio Tamani,National,"On 2 August 2020, unknown gunmen shot and wounded a teacher in the village of Alwalidji (Dire, Tombouctou).","0","1622068046",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"675","8016301","466",MLI4276,"4276",02-Aug-20,"2020","1",Battles,Armed clash,Tourmouz Clan Militia (Mali),,"4","24",Western Africa,Mali,Tombouctou,Goundam,Tilemsi,Lerneb,16.3287,-4.9591,"2","Facebook; Nord Sud Journal; Menastream;Local partner-New media",Local partner-New media,"On 2 August 2020, MAA (Platform) militiamen attacked two positions of Tourmouz militiamen in the area of Hassi Lahmar, 12km north of Lerneb (Goundam, Tombouctou). Seven Tourmouz militiamen were reportedly killed. The MAA militiamen seized one pickup truc","7","1622068046",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"676","8016305","466",MLI4140,"4140",02-Aug-20,"2020","1",Violence against civilians,Attack,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Tombouctou,Tombouctou,Ber,Ber,16.8349,-2.5319,"2","Whatsapp; Twitter;New media",New media,"On 2 August 2020, unknown gunmen aboard motorbikes abducted and executed an off-duty soldier near Ber (Tombouctou, Tombouctou).","1","1622068046",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"677","8016305","466",MLI4140,"4140",02-Aug-20,"2020","1",Violence against civilians,Attack,Civilians (Mali),Military Forces of Mali (2013-2020),"7","37",Western Africa,Mali,Tombouctou,Tombouctou,Ber,Ber,16.8349,-2.5319,"2","Whatsapp; Twitter;New media",New media,"On 2 August 2020, unknown gunmen aboard motorbikes abducted and executed an off-duty soldier near Ber (Tombouctou, Tombouctou).","1","1622068046",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"678","8016306","466",MLI4141,"4141",02-Aug-20,"2020","1",Battles,Armed clash,Military Forces of Mali (2013-2020),,"1","12",Western Africa,Mali,Segou,Niono,Dogofry,Dagabory,14.917,-5.899,"2","Essor; Kibaru; FAMAMali; Undisclosed Source; AMAP; Reelle Afrique; AFP; Telegram; Whatsapp;Local partner-Other",Local partner-Other,"On 2 August 2020, JNIM militants ambushed a Malian army patrol near Dagabory (Niono, Segou), killed 5 soldiers, wounded 5 others, and seized 5 vehicles and destroyed others.","5","1622068046",MLI,,,,"1","4","04",Segou,15.1998115552,5.15880567377,Secteur V,"1",,SecteurV,Autres groupes auto defense,,,,Autres groupes auto defense,./1.png
"679","8016307","466",MLI4142,"4142",02-Aug-20,"2020","1",Violence against civilians,Attack,Military Forces of Mali (2013-2020),,"1","17",Western Africa,Mali,Segou,Niono,Dogofry,Dagabory,14.917,-5.899,"2","Undisclosed Source; La Voix de Tin-Aoukert;Local partner-Other",Local partner-Other,"On 2 August 2020, soldiers opened fire against a transport vehicle passing at the site of a previous militant ambush near Dagabory (Niono, Segou), and shot and wounded a member of the Tuareg community.","0","1622068046",MLI,,,,"1","4","04",Segou,15.1998115552,5.15880567377,Secteur V,"1",,SecteurV,Autres groupes auto defense,,,,Autres groupes auto defense,./1.png
"680","8016307","466",MLI4142,"4142",02-Aug-20,"2020","1",Violence against civilians,Attack,Civilians (Mali),Tuareg Ethnic Group (Mali),"7","17",Western Africa,Mali,Segou,Niono,Dogofry,Dagabory,14.917,-5.899,"2","Undisclosed Source; La Voix de Tin-Aoukert;Local partner-Other",Local partner-Other,"On 2 August 2020, soldiers opened fire against a transport vehicle passing at the site of a previous militant ambush near Dagabory (Niono, Segou), and shot and wounded a member of the Tuareg community.","0","1622068046",MLI,,,,"1","4","04",Segou,15.1998115552,5.15880567377,Secteur V,"1",,SecteurV,Autres groupes auto defense,,,,Autres groupes auto defense,./1.png
"681","8016308","466",MLI4143,"4143",02-Aug-20,"2020","1",Strategic developments,Looting/property destruction,Unidentified Armed Group (Mali),,"3","13",Western Africa,Mali,Tombouctou,Dire,Dire,Dire,16.257,-3.4013,"1","Whatsapp; Studio Tamani; Undisclosed Source; Xinhua;Local partner-Other",Local partner-Other,"On 2 August 2020, unknown gunmen attacked the police station in Dire (Dire, Tombouctou). After opening fire on the entrance, the assailants entered, vandalized, and pillaged the facility. No casualties reported and it is unclear if it was manned at the t","0","1622068046",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"682","8016308","466",MLI4143,"4143",02-Aug-20,"2020","1",Strategic developments,Looting/property destruction,Police Forces of Mali (2013-2020),,"1","13",Western Africa,Mali,Tombouctou,Dire,Dire,Dire,16.257,-3.4013,"1","Whatsapp; Studio Tamani; Undisclosed Source; Xinhua;Local partner-Other",Local partner-Other,"On 2 August 2020, unknown gunmen attacked the police station in Dire (Dire, Tombouctou). After opening fire on the entrance, the assailants entered, vandalized, and pillaged the facility. No casualties reported and it is unclear if it was manned at the t","0","1622068046",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"683","8083801","466",MLI4144,"4144",02-Aug-20,"2020","2",Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,,"2","27",Western Africa,Mali,Gao,Gao,N'tillit,Doreye,15.8197,-0.41,"1","Undisclosed Source; Whatsapp;Local partner-Other",Local partner-Other,"On 2 August 2020, ISGS militants reportedly killed two members of the Tuareg community and one member of the Arab community in Doreye, N'Tillit Commune (Gao, Gao). Islamic State claimed responsibility and said the attack took place on August 7 and victim","3","1623798010",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"684","8083801","466",MLI4144,"4144",02-Aug-20,"2020","2",Violence against civilians,Attack,Civilians (Mali),"Tuareg Ethnic Group (Mali); Arab Ethnic Group (Mali)","7","27",Western Africa,Mali,Gao,Gao,N'tillit,Doreye,15.8197,-0.41,"1",Undisclosed Source,Local partner-Other,"On 2 August 2020, ISGS militants reportedly killed two members of the Tuareg community and one member of the Arab community in Doreye, N'Tillit Commune (Gao, Gao). Islamic State claimed responsibility and said the attack took place on August 7 and victim","3","1623798010",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"685","8016310","466",MLI4138,"4138",01-Aug-20,"2020","1",Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,,"2","27",Western Africa,Mali,Gao,Gao,N'tillit,Ntillit,15.5461,-0.4606,"2","Whatsapp; Twitter;New media",New media,"On 1 August 2020, ISGS militants reportedly killed two members of the Imghad Tuareg community and abducted one member of the Arab community at a camp near Ntillit (Gao, Gao).","2","1622068046",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"686","8016310","466",MLI4138,"4138",01-Aug-20,"2020","1",Violence against civilians,Attack,Civilians (Mali),"Tuareg Ethnic Group (Mali); Arab Ethnic Group (Mali)","7","27",Western Africa,Mali,Gao,Gao,N'tillit,Ntillit,15.5461,-0.4606,"2",Whatsapp,New media,"On 1 August 2020, ISGS militants reportedly killed two members of the Imghad Tuareg community and abducted one member of the Arab community at a camp near Ntillit (Gao, Gao).","2","1622068046",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"687","8016332","466",MLI4137,"4137","44043","2020","1",Violence against civilians,Attack,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Tombouctou,Goundam,Tonka,Tonka,16.1289,-3.7478,"1",Undisclosed Source,Local partner-Other,"On 31 July 2020, unknown gunmen broke into a house of a trader in the village of Tonka (Goundam, Tombouctou), opened fire against the occupants, and seized a Toyota pickup truck. No casualties reported.","0","1622068046",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"688","8016332","466",MLI4137,"4137","44043","2020","1",Violence against civilians,Attack,Civilians (Mali),Labour Group (Mali),"7","37",Western Africa,Mali,Tombouctou,Goundam,Tonka,Tonka,16.1289,-3.7478,"1",Undisclosed Source,Local partner-Other,"On 31 July 2020, unknown gunmen broke into a house of a trader in the village of Tonka (Goundam, Tombouctou), opened fire against the occupants, and seized a Toyota pickup truck. No casualties reported.","0","1622068046",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"689","8083859","466",MLI4111,"4111","44043","2020","1",Battles,Armed clash,Police Forces of Mali (2013-2020),,"1","12",Western Africa,Mali,Sikasso,Koutiala,N'goutjina,NGoutjina,12.2967,-5.4785,"1","Studio Tamani; AMAP; Undisclosed Source;Local partner-Other",Local partner-Other,"On 31 July 2020, suspected JNIM militants attacked a security checkpoint in NGoutjina (Koutiala, Sikasso), killed two civilian customs personnel and wounded three lorry drivers. Security forces reportedly routed the militants.","2","1623798010",MLI,,,,"1","3","03",Sikasso,22.5531465279,5.9738763264,SecteurHors Theatre,"0",,SecteurHors Theatre,Hors Theatre,,,,Hors Theatre,./3.png
"690","8016345","466",MLI4136,"4136","44042","2020","1",Violence against civilians,Attack,Fulani Ethnic Militia (Mali),Pastoralists (Mali),"4","47",Western Africa,Mali,Mopti,Bankass,Segue,Dounde,13.9581,-3.7103,"2",Undisclosed Source,Local partner-Other,"On 30 July 2020, suspected Fulani militiamen killed three Dogon traders and seized their goods and motorbikes near Dounde (Bankass, Mopti).","3","1622068046",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"691","8016345","466",MLI4136,"4136","44042","2020","1",Violence against civilians,Attack,Civilians (Mali),"Dogon Ethnic Group (Mali); Labour Group (Mali)","7","47",Western Africa,Mali,Mopti,Bankass,Segue,Dounde,13.9581,-3.7103,"2",Undisclosed Source,Local partner-Other,"On 30 July 2020, suspected Fulani militiamen killed three Dogon traders and seized their goods and motorbikes near Dounde (Bankass, Mopti).","3","1622068046",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"692","8016360","466",MLI4135,"4135","44042","2020","1",Violence against civilians,Attack,Fulani Ethnic Militia (Mali),Pastoralists (Mali),"4","47",Western Africa,Mali,Mopti,Bankass,Diallassagou,Diallaye,13.65,-3.523,"2",Undisclosed Source,Local partner-Other,"On 30 July 2020, suspected Fulani militiamen killed three Dogon pastoralist men and seized their livestock near the hamlet of Dobaye, near Diallaye (Bankass, Mopti)","3","1622068046",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"693","8016360","466",MLI4135,"4135","44042","2020","1",Violence against civilians,Attack,Civilians (Mali),"Dogon Ethnic Group (Mali); Pastoralists (Mali)","7","47",Western Africa,Mali,Mopti,Bankass,Diallassagou,Diallaye,13.65,-3.523,"2",Undisclosed Source,Local partner-Other,"On 30 July 2020, suspected Fulani militiamen killed three Dogon pastoralist men and seized their livestock near the hamlet of Dobaye, near Diallaye (Bankass, Mopti)","3","1622068046",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"694","8016361","466",MLI4134,"4134","44041","2020","1",Battles,Armed clash,Military Forces of France (2017-),,"8","28",Western Africa,Mali,Tombouctou,Gourma-Rharous,Ouinerden,Adiora,16.0872,-1.2639,"2","Armee Francaise; Twitter;New media-International",New media-International,"On 29 July 2020, French Operation Barkhane forces reportedly carried an air-landed operation in the area of Efelle, Adiora Commune (Gourma-Rharous, Tombouctou), and captured two suspected JNIM or ISGS militants.","0","1622068046",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"695","8083905","466",MLI4109,"4109","44041","2020","1",Battles,Armed clash,Dogon Ethnic Militia (Mali),,"4","24",Western Africa,Mali,Mopti,Douentza,Petaka,Petaka,15.02,-2.849,"1","Mali Jet; Koro Kibaru; Undisclosed Source;Local partner-Other",Local partner-Other,"On 29 July 2020, suspected JNIM militants attacked the Dogon village of Petaka (Douentza, Mopti). Village self-defense responded to the attack, one individual was killed and two others wounded.","1","1623798010",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"696","8016383","466",MLI4107,"4107","44040","2020","1",Strategic developments,Looting/property destruction,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Gao,Bourem,Bamba,Bamba,17.035,-1.4016,"2",AMAP,National,"On 28 July 2020, an armed group robbed 24 marketgoers on their way to Bamba (Bourem, Gao).","0","1622068046",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"697","8016383","466",MLI4107,"4107","44040","2020","1",Strategic developments,Looting/property destruction,Civilians (Mali),,"7","37",Western Africa,Mali,Gao,Bourem,Bamba,Bamba,17.035,-1.4016,"2",AMAP,National,"On 28 July 2020, an armed group robbed 24 marketgoers on their way to Bamba (Bourem, Gao).","0","1622068046",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"698","8016388","466",MLI4132,"4132","44040","2020","1",Battles,Armed clash,Fulani Ethnic Militia (Mali),Pastoralists (Mali),"4","44",Western Africa,Mali,Mopti,Bandiagara,Pignari Bana,Piron,14.5912,-3.8398,"2",Undisclosed Source,Local partner-Other,"On 28 July 2020, suspected Fulani militiamen attacked a Dozo position near the Dogon village of Piron (Bandiagara, Mopti). Dozos from Piron responded to the attack and reportedly killed 10 assailants. 2 Dozos were also killed, and 2 others injured.","12","1622068046",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"699","8016388","466",MLI4132,"4132","44040","2020","1",Battles,Armed clash,Dozo Communal Militia (Mali),,"4","44",Western Africa,Mali,Mopti,Bandiagara,Pignari Bana,Piron,14.5912,-3.8398,"2",Undisclosed Source,Local partner-Other,"On 28 July 2020, suspected Fulani militiamen attacked a Dozo position near the Dogon village of Piron (Bandiagara, Mopti). Dozos from Piron responded to the attack and reportedly killed 10 assailants. 2 Dozos were also killed, and 2 others injured.","12","1622068046",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"700","8016393","466",MLI4133,"4133","44040","2020","1",Explosions/Remote violence,Air/drone strike,Military Forces of France (2017-),,"8","28",Western Africa,Mali,Gao,Ansongo,Tessit,Tessit,15.2238,0.2925,"3",Armee Francaise,International,"On 28 July 2020, French Operation Barkhane forces conducted a drone strike against suspected ISGS militants at an unspecified location in the Malian Gourma region, coded as Tessit (Ansongo, Gao). An unspecified number of militants killed, unknown fatalit","3","1622068046",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"701","8016393","466",MLI4133,"4133","44040","2020","1",Explosions/Remote violence,Air/drone strike,Islamic State (West Africa) - Greater Sahara Faction,,"2","28",Western Africa,Mali,Gao,Ansongo,Tessit,Tessit,15.2238,0.2925,"3",Armee Francaise,International,"On 28 July 2020, French Operation Barkhane forces conducted a drone strike against suspected ISGS militants at an unspecified location in the Malian Gourma region, coded as Tessit (Ansongo, Gao). An unspecified number of militants killed, unknown fatalit","3","1622068046",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"702","8016407","466",MLI4108,"4108","44040","2020","1",Battles,Armed clash,Military Forces of France (2017-),Military Forces of Mali (2013-2020),"8","28",Western Africa,Mali,Gao,Ansongo,Talataye,I-n-Deliman,16.1506,1.4277,"2",Undisclosed Source,Local partner-Other,"On 28 July 2020, French Operation Barkhane and Malian forces reportedly conducted an operation against ISGS militants near In-Deliman (Ansongo, Gao). Airstrikes and exchanges of gunfire were reported. Eventual casualties unknown.","0","1622068046",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"703","8016407","466",MLI4108,"4108","44040","2020","1",Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,"2","28",Western Africa,Mali,Gao,Ansongo,Talataye,I-n-Deliman,16.1506,1.4277,"2",Undisclosed Source,Local partner-Other,"On 28 July 2020, French Operation Barkhane and Malian forces reportedly conducted an operation against ISGS militants near In-Deliman (Ansongo, Gao). Airstrikes and exchanges of gunfire were reported. Eventual casualties unknown.","0","1622068046",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"704","7453892","466",MLI4106,"4106","44039","2020","1",Battles,Armed clash,Military Forces of France (2017-),,"8","38",Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,"2","FAMAMali; Undisclosed Source;Local partner-Other",Local partner-Other,"On 27 July 2020, French forces opened fire against a vehicle that refused to comply with an order to stop at a checkpoint 20km east of Timbuktu (Tombouctou, Tombouctou) on the road to Ber. Two gunmen in the vehicle were wounded and arrested, and three we","0","1610409621",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"705","7453892","466",MLI4106,"4106","44039","2020","1",Battles,Armed clash,Unidentified Armed Group (Mali),,"3","38",Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,"2","FAMAMali; Undisclosed Source;Local partner-Other",Local partner-Other,"On 27 July 2020, French forces opened fire against a vehicle that refused to comply with an order to stop at a checkpoint 20km east of Timbuktu (Tombouctou, Tombouctou) on the road to Ber. Two gunmen in the vehicle were wounded and arrested, and three we","0","1610409621",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"706","8016422","466",MLI4113,"4113","44039","2020","1",Violence against civilians,Abduction/forced disappearance,Civilians (Mali),Labour Group (Mali),"7","27",Western Africa,Mali,Mopti,Mopti,Konna,Konna,14.9441,-3.8904,"2",Studio Tamani,Subnational,"On 27 July 2020, presumed Katiba Macina (JNIM) militants abducted a male music artist between Kona (Mopti, Mopti) and Bore (Douentza, Mopti).","0","1622068046",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"707","8016423","466",MLI4104,"4104","44039","2020","1",Violence against civilians,Abduction/forced disappearance,Civilians (Mali),Labour Group (Mali),"7","27",Western Africa,Mali,Mopti,Mopti,Konna,Konna,14.9441,-3.8904,"2",Studio Tamani,Subnational,"On 27 July 2020, presumed Katiba Macina (JNIM) militants abducted a male music artist between Kona (Mopti, Mopti) and Bore (Douentza, Mopti).","0","1622068046",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"708","8016425","466",MLI4103,"4103","44039","2020","1",Battles,Armed clash,Unidentified Armed Group (Mali),,"3","23",Western Africa,Mali,Tombouctou,Tombouctou,Ber,In Boukri,17.0885,-2.4644,"2",Twitter,New media,"On 27 July 2020, JNIM militants clashed with unknown gunmen in the area of Hassi Bakari [In Boukri], northeast of Ber (Ber, Tombouctou). One JNIM militant was wounded.","0","1622068046",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"709","8016427","466",MLI4102,"4102","44039","2020","1",Riots,Mob violence,Rioters (Mali),Vigilante Group (Mali),"5","35",Western Africa,Mali,Bamako,Bamako,Commune III,Bamako,12.65,-8,"1","Mali Actu; Maliweb;National",National,"On 27 July 2020, residents in the Baco-Djicoroni area of the capital Bamako (Bamako, Bamako) lynched two armed robbers to death by burning. They had earlier robbed a travel agency and opened fire, wounding several people. [size=no report]","2","1622068046",MLI,,,,"1","2","02",Koulikoro,22.8720491038,7.57468687148,Secteur VI,"1",,SecteurVI,Autres groupes auto defense,,,,Autres groupes auto defense,./6.png
"710","8016427","466",MLI4102,"4102","44039","2020","1",Riots,Mob violence,Unidentified Armed Group (Mali),,"3","35",Western Africa,Mali,Bamako,Bamako,Commune III,Bamako,12.65,-8,"1","Mali Actu; Maliweb;National",National,"On 27 July 2020, residents in the Baco-Djicoroni area of the capital Bamako (Bamako, Bamako) lynched two armed robbers to death by burning. They had earlier robbed a travel agency and opened fire, wounding several people. [size=no report]","2","1622068046",MLI,,,,"1","2","02",Koulikoro,22.8720491038,7.57468687148,Secteur VI,"1",,SecteurVI,Autres groupes auto defense,,,,Autres groupes auto defense,./6.png
"711","8016439","466",MLI4101,"4101","44038","2020","1",Battles,Armed clash,Fulani Ethnic Militia (Mali),Pastoralists (Mali),"4","44",Western Africa,Mali,Mopti,Bandiagara,Timiri,Kourou,14.016,-3.9638,"1",Undisclosed Source,Local partner-Other,"On 26 July 2020, suspected Fulani militiamen attacked the Dogon village of Kourou (Bandiagara, Mopti). Village self-defense responded to the attack. Three people were killed.","3","1622068046",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"712","8016439","466",MLI4101,"4101","44038","2020","1",Battles,Armed clash,Dogon Ethnic Militia (Mali),Farmers (Mali),"4","44",Western Africa,Mali,Mopti,Bandiagara,Timiri,Kourou,14.016,-3.9638,"1",Undisclosed Source,Local partner-Other,"On 26 July 2020, suspected Fulani militiamen attacked the Dogon village of Kourou (Bandiagara, Mopti). Village self-defense responded to the attack. Three people were killed.","3","1622068046",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"713","8016443","466",MLI4100,"4100","44038","2020","2",Riots,Violent demonstration,Rioters (Mali),,"5","50",Western Africa,Mali,Kayes,Kita,Kita,Kita,13.0346,-9.4856,"1","Djeliba24; Essor; Mali Jet;National",National,"Around 26 July 2020 (between 26 - 27 July), a number of residents (primarily youths) barricaded the main road and prevented traffic access in Kita (Kita, Kayes) to demonstrate against high transport fees for travel to the capital of Bamako. [size=no repo","0","1622068046",MLI,,,,"1","1","01",Kayes,20.9408277765,10.2198744183,Secteur Hors Theatre,"0",,Secteur Hors Theatre,Hors Theatre,,,,Hors Theatre,./7.png
"714","8084001","466",MLI4105,"4105","44038","2020","2",Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,"2","22",Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,NDaki,15.3584,-0.9241,"2","Al Nabaa; Nashir; Telegram; Nord Sud Journal; Undisclosed Source; Twitter;Local partner-Other",Local partner-Other,"Around 26 July 2020 (between 26 - 27 July), JNIM and ISGS militants clashed near NDaki (Gourma-Rharous, Tombouctou). 14 ISGS militants including a commander were reportedly killed. Islamic State claimed to have killed 70 JNIM militants in the battle. The","24","1623798011",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"715","8016452","466",MLI4098,"4098","44037","2020","2",Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,"2","22",Western Africa,Mali,Gao,Ansongo,Talataye,Talataye,16.5333,1.5167,"2",Undisclosed Source,Local partner-Other,"Around 25 July 2020 (between 24 - 26 July 2020), JNIM and ISGS militants reportedly clashed in the area of Alotat [In Arhoulout] in Talataye (Talataye, Ansongo). Eight ISGS militants killed. Unconfirmed clashes were also reported around the same time in","8","1622068046",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"716","8016457","466",MLI4099,"4099","44037","2020","1",Violence against civilians,Attack,Fulani Ethnic Militia (Mali),Pastoralists (Mali),"4","47",Western Africa,Mali,Mopti,Koro,Youdiou,Tanouwa,14.319,-3.2362,"1",Studio Tamani,Subnational,"On 25 July 2020, suspected Fulani militiamen reportedly killed 5 Dogon farmers in the village of Tanouwa (Koro, Mopti).","5","1622068046",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
